,city,position,company_name,company_size,company_type,salary,education,ability,experience
51,西安,经济数据分析师（挑战高薪，财务自由）,西安柴尔德商务信息咨询有限公司,100-299人,股份制企业,8千-1万,大专,宏观分析 量化分析 模型搭建 ,不限
52,西安,大气环境监测数据分析师,陕西一号元素氢能源科技有限公司,100-299人,民营,5千-6.5千,本科,环境检测 环境工程 ,不限
53,西安,资深数据分析师,北京字节跳动科技有限公司,10000人以上,民营,8千-1.5万,本科,,3-5年
54,西安,运营数据分析师,西安博妈网络科技有限公司,100-299人,民营,6千-1万,本科,SPSS SAS ,3-5年
55,西安,数据分析师（主管）,陕西房基地网络科技有限公司,1000-9999人,上市公司,6千-8千,本科,数据采集 商业分析 Python 需求分析 回归分析 ,3-5年
56,西安-雁塔区,财务数据分析师,好未来,10000人以上,上市公司,8千-1.5万,本科,Python SPSS Tableau office SQL ,3-5年
57,西安-雁塔区,数据分析 双休+各类补贴,人瑞人力资源服务济南分公司,1000-9999人,民营,5千-7千,本科,数据分析 数据清洗 数据采集 ,不限
58,西安-雁塔区,数据分析,人瑞人力资源服务,1000-9999人,民营,6千-8千,大专,数据采集 数据建模 行业分析 ,不限
59,西安-莲湖区,数据分析/双休,苏州人瑞永道人力资源服务有限公司,不限,不限,5千-7千,本科,数据分析 商业数据分析 数据中台 ,不限
60,西安,数据分析师,西安创典智库商务咨询管理有限责任公司,20-99人,国企,8千-1.5万,本科,行业分析 数据分析 需求分析 ,3-5年
61,西安-雁塔区,数据分析师,软通动力信息技术(集团)股份有限公司,10000人以上,民营,1.3万-2.2万,本科,数据分析 Python 数据清洗 ,3-5年
