,city,position,company_name,company_size,company_type,salary,education,ability,experience
159,广州-天河区,数据统计分析专员/8k~15k,广州帝诺科技有限公司,100-299人,民营,8千-1.5万,大专,数据分析 数据挖掘 BI Oracle SQL 大数据分析 大数据平台 数据采集 ,不限
160,广州,量化分析师,合生创展集团有限公司,1000-9999人,外商独资,1.2万-2万,硕士,量化分析 数据分析 ,不限
161,广州-天河区,数据分析专员,广东盛誉投资集团有限公司,1000-9999人,民营,6千-8千,本科,数据分析 ,1-3年
162,广州-越秀区,数据挖掘,豌豆思维VIPThink,1000-9999人,民营,1.5万-2万,本科,数据分析 BI 数据建模 大数据分析 Pandas NumPy 商业分析 ,1-3年
163,广州,数据分析与管控岗,广东省农村信用社联合社,500-999人,国企,1.5万-2.5万,本科,需求分析 数据分析 SQL ,3-5年
164,广州-天河区,数据分析（周末双休8k以上）,广州帝诺科技有限公司,100-299人,民营,8千-1.5万,大专,数据分析 数据挖掘 BI 大数据分析 大数据平台 数据采集 Oracle SQL ,不限
165,广州,数据标准化工程师,广东金质信息技术有限公司,20-99人,国企,6千-1万,硕士,数据管理 ,1-3年
166,广州,数据分析助理,广东兆丰恒业控股集团有限公司,1000-9999人,民营,6千-8千,大专,投资分析 ,不限
167,广州-天河区,初级数据处理工程师（实习生）,宜通世纪,1000-9999人,上市公司,2千-2.7千,大专,SQL ,不限
168,广州-海珠区,数据分析工程师,广东中联兴环保科技有限公司,100-299人,合资,5千-8千,大专,数据分析 Python SQL Tableau MySQL ,1年以下
169,广州-天河区,13薪数据专员（周末双休）,广州帝诺科技有限公司,100-299人,民营,1万-1.5万,大专,数据分析 数据挖掘 BI ETL 大数据平台 大数据分析 Oracle 数据仓库 ,不限
170,广州,数据工程师,精明购,100-299人,合资,6千-9千,大专,数据分析 ,不限
171,广州-黄埔区,高级数据分析,广州方舟医药有限公司,1000-9999人,民营,6千-1万,本科,Tableau 数据分析 Python SQL ETL Hive ,1-3年
172,广州-海珠区,应用架构及数据规范师,广东邮电人才服务有限公司广州分公司,10000人以上,国企,1万-2万,学历不限,物联网 架构设计 Java ActiveMQ ,5-10年
173,广州-天河区,数据分析,博彦科技,10000人以上,上市公司,6千-1万,大专,数据分析 ,3-5年
174,广州-天河区,BI数据工程师,广州帝诺科技有限公司,100-299人,民营,1万-1.6万,大专,数据分析 数据挖掘 BI 大数据平台 数据采集 ETL Oracle SQL ,不限
175,广州-越秀区,策略分析师,广州银行信用卡中心,1000-9999人,国企,9千-1.1万,本科,MySQL Python ,1年以下
176,广州,金融分析员（专业技术培训+双休）,广州瀚信信息咨询服务有限公司,100-299人,民营,1万-1.5万,大专,数据分析 行业分析 ,不限
177,广州,Digital Analyst - 0000F8HR,汇丰软件开发(广东)有限公司,1000-9999人,外商独资,面议,本科,数据分析 ,不限
178,广州-黄埔区,数据分析专家,广东卓志供应链科技有限公司,1000-9999人,民营,1.5万-2.5万,本科,数据分析 数据挖掘 数据清洗 SPSS Python BI ,5-10年
