,city,position,company_name,company_size,company_type,salary,education,ability,experience
72,重庆-渝北区,数据新闻编辑,北京蛋黄科技有限公司,100-299人,民营,5千-8千,本科,数据分析 ,1-3年
73,重庆,收益专员实习生（通程）(J10164),华夏航空,1000-9999人,上市公司,1.8千-2千,本科,数据分析 价格调控 ,不限
74,重庆-渝北区,策略分析师,中关村科金,10000人以上,民营,1万-1.5万,本科,数据分析 金融 催收策略 ,1-3年
75,重庆,GIS数据处理(实习岗位),重庆纽顿信息技术有限公司,20-99人,民营,1.5千-2千,大专,数据采集 ,无经验
76,重庆,舆情标注实习生 (MJ000538),阿博茨德(北京)科技有限公司,100-299人,民营,3千-4千,本科,数据分析 ,无经验
77,重庆,证券分析师,中国平安人寿保险股份有限公司重庆市沙坪坝支公司,500-999人,民营,8千-1万,大专,量化分析 风险分析 投资分析 ,不限
78,重庆,软件工程师（大数据分析）2021届应届生,重庆西山科技股份有限公司,500-999人,上市公司,6千-8千,硕士,大数据分析 ,不限
79,重庆-渝北区,土地研究员,易居企业(中国)集团有限公司,1000-9999人,上市公司,5千-8千,本科,数据分析 ,1-3年
80,重庆-江北区,科技创新岗,中国信息通信研究院,1000-9999人,事业单位,1.8万-2万,博士,计算机通信 文案 ,无经验
81,重庆-渝北区,QAR分析工程师,西部航空,1000-9999人,民营,5千-7千,本科,数据分析 ,不限
82,重庆,大数据分析工程师,重庆众传维恩科技有限公司,100-299人,其它,8千-1.5万,本科,数据挖掘 大数据分析 Python ,3-5年
83,重庆-渝北区,成本分析高级专家(J14112),上海钧正网络科技有限公司,1000-9999人,民营,3万-5万,本科,数据分析 ,5-10年
84,重庆,数据专员,重庆复腾网络游戏有限公司,20-99人,民营,4.5千-9千,大专,数据分析 ,不限
85,重庆-渝北区,BI实习生,三原色公司,500-999人,民营,2千-4千,本科,数据建模 数据分析 需求分析 BI ,无经验
86,重庆,互联网金融储备主管,中国平安人寿保险股份有限公司重庆市江北支公司(钻石部),10000人以上,股份制企业,6千-8千,大专,数据采集 商业分析 行业分析 数据建模 ,1-3年
87,重庆,传动设计工程师,重庆中岳航空航天装备智能制造有限公司,100-299人,民营,8千-1万,本科,数据分析 ,5-10年
