,city,position,company_name,company_size,company_type,salary,education,ability,experience
23,深圳-宝安区,数据分析师,深圳市腾拓科技有限公司,100-299人,民营,1万-1.5万,大专,数据分析 销售业务数据 电商 ,1-3年
24,深圳,数据分析师,深圳细雨传媒有限公司,100-299人,民营,1.5万-2.5万,本科,数据分析 数据监控 SQL Python 回归分析 模型设计 爬虫 MySQL ,3-5年
25,深圳-龙岗区,数据分析师,货拉拉,1000-9999人,民营,1.5万-2.5万,本科,Tableau Python BI SQL 数据分析 数据中台 ,1-3年
26,深圳-龙华区,数据分析师,深圳百思得国际电子商务有限公司,20人以下,民营,8千-1万,大专,数据分析 数据挖掘 商业数据分析 数据清洗 ,1-3年
27,深圳-南山区,数据分析师,联龙博通,1000-9999人,民营,1.2万-1.6万,本科,Oracle SQLServer MySQL Tableau TEREDATA ,3-5年
28,深圳-南山区,数据分析师,中软国际,10000人以上,上市公司,面议,本科,数据分析 Python 数据清洗 大数据分析 Hadoop ETL ,1-3年
29,深圳-龙华区,数据分析师,深圳市浪花网络科技有限公司,500-999人,民营,1万-1.5万,本科,数据分析 数据挖掘 Tableau 需求分析 ,1-3年
30,深圳-福田区,数据分析师,优车库网络科技发展(深圳)有限公司,500-999人,民营,1万-2万,本科,数据分析 Tableau SQL ,1-3年
31,深圳-南山区,数据分析师,深圳市德科信息技术有限公司,1000-9999人,股份制企业,2万-2.5万,本科,Python SQL Hive Hadoop ,3-5年
32,深圳-福田区,数据分析师,深圳市名图信息技术有限公司,100-299人,民营,1.5万-2.5万,本科,数据分析 BI 行业分析 大数据分析 数据采集 ,5-10年
33,深圳-南山区,游戏数据分析师,广东创智联人力资源有限公司,100-299人,民营,1.5万-2万,本科,统计分析 ,1-3年
34,深圳,数据分析师,深圳市格云宏邦环保科技有限公司,20-99人,民营,1万-1.5万,本科,R语言 Python ,1-3年
35,深圳-南山区,财务数据分析师,深圳金赋科技有限公司,100-299人,民营,8千-1.5万,本科,数据分析 Python SQL 数据建模 行业分析 数据挖掘 ,3-5年
36,深圳,数据分析师,软通动力信息技术(集团)股份有限公司,10000人以上,民营,8千-1.3万,本科,Python SQL SPSS 数据分析 R语言 ,1-3年
37,深圳,数据分析师,中软国际,10000人以上,上市公司,面议,大专,Python SQL 行业分析 游戏行业 ,1-3年
38,深圳-南山区,数据分析师(JA3VP),深圳市亿科数字科技有限公司,300-499人,民营,1.5万-2.5万,本科,Python 数据分析 商业分析 ,3-5年
39,深圳-宝安区,数据分析师,深圳安吉尔饮水产业集团有限公司,100-299人,股份制企业,1万-2万,本科,数据分析 数据挖掘 行业分析 Python Tableau 商业分析 ,3-5年
40,深圳,数据分析师,深圳市兆比特科技有限公司,20-99人,民营,7.5千-9千,大专,数据分析 Python 大数据分析 数据治理 数据监控 回归分析 商业数据分析 行业分析 ,1-3年
41,深圳-南山区,数据分析师,软通动力信息技术(集团)股份有限公司,10000人以上,民营,7千-1.3万,本科,数据分析 ,1-3年
42,深圳,数据分析师,深圳市阿卡索资讯股份有限公司,1000-9999人,民营,1.5万-2万,本科,数据分析 数据建模 数据挖掘 大数据分析 大数据平台 ,3-5年
43,深圳-福田区,数据分析师,北京伯智科技有限公司,100-299人,民营,1.5万-2万,本科,Python SQL 数据分析 大数据分析 Tableau MySQL ,1-3年
44,深圳-南山区,数据分析及教育数据分析师,深圳雅学科技有限公司,20-99人,民营,1万-1.1万,硕士,数据分析 数据挖掘 ,不限
45,深圳,数据分析师,恩智丽教育,100-299人,民营,1万-2万,本科,数据分析 数据挖掘 Python 数据中台 数据建模 SQL 大数据分析 Power BI ,3-5年
46,深圳-南山区,数据分析师,软通动力信息技术(集团)股份有限公司,10000人以上,民营,8千-1.5万,本科,数据分析 Python SQL 数据监控 数据建模 SPSS ,1-3年
47,深圳,数据分析师专员/助理,深圳通云网络科技有限公司,20-99人,民营,6千-8千,大专,应届生 实习生 无经验 数据 ,1年以下
48,深圳-南山区,数据分析师,铂德科技,100-299人,民营,1.5万-2万,本科,Tableau 数据分析 数据挖掘 数据采集 ,3-5年
49,深圳-南山区,人力数据分析师,中建国际投资(中国)有限公司,1000-9999人,国企,1万-2万,本科,数据分析 数据挖掘 Python 数据清洗 数据采集 ,3-5年
50,深圳-龙岗区,运营数据分析师,华为技术有限公司,10000人以上,民营,面议,本科,Python SPS SQL 数据建模 ,1-3年
51,深圳-龙岗区,数据分析师（库存+销售模块）,深圳市金畅进出口有限公司,100-299人,民营,7千-1.4万,本科,统计学 数据分析 销售业务数据 Python SQL PowerBI ,1-3年
52,深圳,产品部数据分析师,乐烁榕城(深圳)实业有限公司,20人以下,民营,7千-1.4万,本科,数据分析 数据清洗 数据挖掘 模型设计 行业分析 ,1-3年
53,深圳-龙岗区,BI数据分析师,万宝盛华人力资源(中国)有限公司常熟分公司,10000人以上,上市公司,1万-1.8万,大专,数据分析 ,不限
54,深圳,销售数据分析师,深圳市创想三维科技有限公司,1000-9999人,民营,8千-1万,本科,数据分析 销售业务数据 ,3-5年
55,深圳-龙岗区,亚马逊广告数据分析师,深圳市金畅进出口有限公司,100-299人,民营,8千-1.5万,本科,Python R语言 行业分析 商业分析 excel POWERQUERY ,3-5年
56,深圳-南山区,数据分析师,软通动力信息技术(集团)股份有限公司,10000人以上,民营,1万-1.5万,本科,Tableau 数据分析 数据挖掘 Python 数据清洗 BI SPSS SQL ,3-5年
57,深圳-南山区,数据分析师,博彦科技,10000人以上,上市公司,8千-1万,大专,数据分析 Hadoop Hive ,1-3年
58,深圳-龙岗区,数据分析师,万宝盛华人力资源(中国)有限公司常熟分公司,10000人以上,上市公司,1万-1.5万,大专,数据分析 Tableau 需求分析 ,1-3年
59,深圳,数据分析师,傲基科技股份有限公司,1000-9999人,上市公司,8千-1.6万,本科,数据分析 数据挖掘 行业分析 需求分析 产品分析 沟通表达 逻辑思维 ,不限
60,深圳,Lazada-数据分析师（AB方向）-社交内容互动（深圳）,阿里巴巴集团,10000人以上,合资,面议,本科,,无经验
61,深圳-龙岗区,数据分析师,鑫荣懋集团,1000-9999人,股份制企业,1万-1.5万,本科,Python 数据分析 Oracle Power BI 爬虫 数据建模 ,1-3年
62,深圳,BI大数据分析师（实习生）,深圳通云网络科技有限公司,20-99人,民营,6千-8千,大专,应届生 实习生 无经验 小白 ,1年以下
63,深圳-龙岗区,数据分析师,万宝盛华人力资源(中国)有限公司常熟分公司,10000人以上,上市公司,1万-1.5万,本科,数据分析 SQL MySQL Oracle Tableau Python ,不限
64,深圳,数据分析师,深圳中原地产,10000人以上,民营,1.5万-2.5万,本科,SQL 数据采集 数据建模 数据挖掘 用户分析 数据运营 ,3-5年
65,深圳-南山区,数据分析师（急）,深圳金丰易居置业有限公司,10000人以上,上市公司,5千-8千,大专,数据分析 ,1年以下
66,深圳,亚马逊数据分析师（双休）,深圳市蒙智拓科技有限公司,100-299人,民营,8千-1.5万,本科,数据分析 统计学 销售业务数据 ,1-3年
67,深圳-南山区,数据分析师（音乐直播方向）,中软国际,10000人以上,上市公司,面议,本科,SQL 数据分析 Tableau ,3-5年
68,深圳-罗湖区,数据分析师,深圳市致远速联信息技术有限公司,100-299人,民营,1.3万-2.6万,本科,数据分析 数据开发 ,3-5年
69,深圳-龙岗区,数据分析师+五险一金,北京昊圳科达劳务服务有限公司深圳分公司,20-99人,民营,4千-6千,大专,数据分析 ,1年以下
70,深圳-福田区,数据分析师（SZY1212）,招银云创信息技术有限公司,500-999人,股份制企业,1万-1.6万,本科,数据挖掘 R语言 Python ,3-5年
71,深圳-福田区,数据分析师（理解用户运营）,上海玉卓网络技术有限公司,20-99人,民营,1万-1.5万,本科,数据分析 大数据分析 爬虫 SQL SPSS Tableau Power BI ,1-3年
72,深圳,数据分析师（华为）,外企德科,1000-9999人,合资,8千-1.6万,本科,数据挖掘 数据建模 Python TABLEAU/FINEBI ,3-5年
73,深圳-南山区,数据分析师助理/高薪,早春藤科技(深圳)有限公司,20人以下,民营,6千-8千,本科,数据分析 风险控制 金融 风险审核 ,1年以下
74,深圳-龙岗区,高级数据分析师+五险一金,北京昊圳科达劳务服务有限公司深圳分公司,20-99人,民营,6千-8千,大专,数据分析 ,1年以下
75,深圳,BI大数据分析师实习生+周末双休,深圳市汇铭通科技有限公司,20-99人,民营,4千-8千,大专,BI 数据分析 大数据分析 Python ,1年以下
76,深圳-福田区,大数据分析师,万普置业,100-299人,民营,3万-4.5万,本科,数据结构算法 数据建模 ,3-5年
77,深圳,大数据分析师实习生+周末双休,深圳通云网络科技有限公司,20-99人,民营,4千-6千,大专,数据分析 ,1年以下
78,深圳,大数据分析师+双休+包住,深圳市汇铭通科技有限公司,20-99人,民营,4千-8千,大专,数据分析 大数据分析 BI ,1年以下
79,深圳,数据分析师助理/本科以上,深圳市远彬科技有限公司,100-299人,股份制企业,7千-1.4万,本科,财报分析 投资分析 ICFA FRM PE 风险控制 文档管理 ,1-3年
80,深圳-南山区,数据分析师6K起+高新南地铁站,深圳市源壹网络科技有限公司,20-99人,民营,6千-1万,大专,数据分析 数据采集 ,1-3年
